modulation,pilot_spacing,snr_db,channel,scenario,method,ber
4,5,2,doppler,doppler_p5_v30_f3500MHz,fft,1.025492857142857e-06
4,5,2,doppler,doppler_p5_v30_f3500MHz,cubic,1.025442857142857e-06
4,5,2,doppler,doppler_p5_v120_f700MHz,perfect,1.012709523809524e-06
4,5,2,doppler,doppler_p5_v120_f700MHz,fft,1.012654761904762e-06
4,5,2,doppler,doppler_p5_v120_f700MHz,cubic,1.0123785714285715e-06
4,5,2,doppler,doppler_p5_v120_f3500MHz,perfect,1.012942857142857e-06
4,5,2,doppler,doppler_p5_v120_f3500MHz,fft,1.0129261904761905e-06
4,5,2,doppler,doppler_p5_v120_f3500MHz,cubic,1.0133190476190477e-06
4,5,2,doppler,doppler_p40_v30_f700MHz,perfect,1.0270619047619048e-06
4,5,2,doppler,doppler_p40_v30_f700MHz,fft,1.0270190476190477e-06
4,5,2,doppler,doppler_p40_v30_f700MHz,cubic,1.0269833333333334e-06
4,5,2,doppler,doppler_p40_v30_f3500MHz,perfect,1.0347928571428568e-06
4,5,2,doppler,doppler_p40_v30_f3500MHz,fft,1.0347666666666664e-06
4,5,2,doppler,doppler_p40_v30_f3500MHz,cubic,1.0348809523809524e-06
4,5,2,doppler,doppler_p40_v120_f700MHz,perfect,1.035045238095238e-06
4,5,2,doppler,doppler_p40_v120_f700MHz,fft,1.035102380952381e-06
4,5,2,doppler,doppler_p40_v120_f700MHz,cubic,1.03535e-06
4,5,2,doppler,doppler_p40_v120_f3500MHz,perfect,1.041052380952381e-06
4,5,2,doppler,doppler_p40_v120_f3500MHz,fft,1.0410523809523807e-06
4,5,2,doppler,doppler_p40_v120_f3500MHz,cubic,1.041457142857143e-06
4,5,3,awgn,awgn,perfect,5.593809523809526e-07
4,5,3,awgn,awgn,fft,5.593809523809526e-07
4,5,3,awgn,awgn,cubic,5.593809523809526e-07
4,5,3,rayleigh,rayleigh,perfect,9.267142857142858e-07
4,5,3,rayleigh,rayleigh,fft,2.5010904761904764e-06
4,5,3,rayleigh,rayleigh,cubic,2.5034571428571427e-06
4,5,3,doppler,doppler_p5_v30_f700MHz,perfect,8.93554761904762e-07
4,5,3,doppler,doppler_p5_v30_f700MHz,fft,8.936690476190475e-07
4,5,3,doppler,doppler_p5_v30_f700MHz,cubic,8.935928571428571e-07
4,5,3,doppler,doppler_p5_v30_f3500MHz,perfect,8.881690476190478e-07
4,5,3,doppler,doppler_p5_v30_f3500MHz,fft,8.882476190476191e-07
4,5,3,doppler,doppler_p5_v30_f3500MHz,cubic,8.881285714285716e-07
4,5,3,doppler,doppler_p5_v120_f700MHz,perfect,8.677142857142858e-07
4,5,3,doppler,doppler_p5_v120_f700MHz,fft,8.677047619047619e-07
4,5,3,doppler,doppler_p5_v120_f700MHz,cubic,8.674285714285715e-07
4,5,3,doppler,doppler_p5_v120_f3500MHz,perfect,9.046428571428572e-07
4,5,3,doppler,doppler_p5_v120_f3500MHz,fft,9.046404761904762e-07
