modulation,pilot_spacing,snr_db,channel,scenario,method,ber
4,5,-2,awgn,awgn,perfect,0.1373395238095238
4,5,-2,awgn,awgn,fft,0.1373395238095238
4,5,-2,awgn,awgn,cubic,0.1373395238095238
4,5,-2,rayleigh,rayleigh,perfect,0.15336333333333335
4,5,-2,rayleigh,rayleigh,fft,0.24968047619047615
4,5,-2,rayleigh,rayleigh,cubic,0.24988071428571432
4,5,-2,doppler,doppler_p5_v30_f700MHz,perfect,0.15277357142857145
4,5,-2,doppler,doppler_p5_v30_f700MHz,fft,0.15277047619047618
4,5,-2,doppler,doppler_p5_v30_f700MHz,cubic,0.15277142857142859
4,5,-2,doppler,doppler_p5_v30_f3500MHz,perfect,0.1518402380952381
4,5,-2,doppler,doppler_p5_v30_f3500MHz,fft,0.15183714285714286
4,5,-2,doppler,doppler_p5_v30_f3500MHz,cubic,0.151822619047619
4,5,-2,doppler,doppler_p5_v120_f700MHz,perfect,0.1510154761904762
4,5,-2,doppler,doppler_p5_v120_f700MHz,fft,0.1510095238095238
4,5,-2,doppler,doppler_p5_v120_f700MHz,cubic,0.15102404761904759
4,5,-2,doppler,doppler_p5_v120_f3500MHz,perfect,0.15179785714285712
4,5,-2,doppler,doppler_p5_v120_f3500MHz,fft,0.1517909523809524
4,5,-2,doppler,doppler_p5_v120_f3500MHz,cubic,0.15179642857142855
4,5,-2,doppler,doppler_p40_v30_f700MHz,perfect,0.15435119047619045
4,5,-2,doppler,doppler_p40_v30_f700MHz,fft,0.15434857142857142
4,5,-2,doppler,doppler_p40_v30_f700MHz,cubic,0.1543442857142857
4,5,-2,doppler,doppler_p40_v30_f3500MHz,perfect,0.15259047619047617
4,5,-2,doppler,doppler_p40_v30_f3500MHz,fft,0.15259119047619044
4,5,-2,doppler,doppler_p40_v30_f3500MHz,cubic,0.15261285714285716
4,5,-2,doppler,doppler_p40_v120_f700MHz,perfect,0.1523842857142857
4,5,-2,doppler,doppler_p40_v120_f700MHz,fft,0.15238166666666667
4,5,-2,doppler,doppler_p40_v120_f700MHz,cubic,0.1523842857142857
4,5,-2,doppler,doppler_p40_v120_f3500MHz,perfect,0.1519859523809524
4,5,-2,doppler,doppler_p40_v120_f3500MHz,fft,0.1519852380952381
4,5,-2,doppler,doppler_p40_v120_f3500MHz,cubic,0.15205333333333332
4,5,-1,awgn,awgn,perfect,0.12228000000000003
4,5,-1,awgn,awgn,fft,0.12228000000000003
4,5,-1,awgn,awgn,cubic,0.12228000000000003
4,5,-1,rayleigh,rayleigh,perfect,0.14213809523809526
4,5,-1,rayleigh,rayleigh,fft,0.24983666666666668
4,5,-1,rayleigh,rayleigh,cubic,0.2500597619047619
4,5,-1,doppler,doppler_p5_v30_f700MHz,perfect,0.13606619047619045
4,5,-1,doppler,doppler_p5_v30_f700MHz,fft,0.13606023809523807
4,5,-1,doppler,doppler_p5_v30_f700MHz,cubic,0.1360647619047619
4,5,-1,doppler,doppler_p5_v30_f3500MHz,perfect,0.14080738095238096
4,5,-1,doppler,doppler_p5_v30_f3500MHz,fft,0.14081690476190478
4,5,-1,doppler,doppler_p5_v30_f3500MHz,cubic,0.1408107142857143
4,5,-1,doppler,doppler_p5_v120_f700MHz,perfect,0.13757619047619046
4,5,-1,doppler,doppler_p5_v120_f700MHz,fft,0.13757452380952384
4,5,-1,doppler,doppler_p5_v120_f700MHz,cubic,0.13758047619047614
4,5,-1,doppler,doppler_p5_v120_f3500MHz,perfect,0.13867357142857145
4,5,-1,doppler,doppler_p5_v120_f3500MHz,fft,0.13867476190476188
4,5,-1,doppler,doppler_p5_v120_f3500MHz,cubic,0.13870952380952378
4,5,-1,doppler,doppler_p40_v30_f700MHz,perfect,0.1403940476190476
4,5,-1,doppler,doppler_p40_v30_f700MHz,fft,0.1403897619047619
4,5,-1,doppler,doppler_p40_v30_f700MHz,cubic,0.14039333333333331
4,5,-1,doppler,doppler_p40_v30_f3500MHz,perfect,0.14035571428571428
4,5,-1,doppler,doppler_p40_v30_f3500MHz,fft,0.14035428571428574
4,5,-1,doppler,doppler_p40_v30_f3500MHz,cubic,0.14036119047619047
4,5,-1,doppler,doppler_p40_v120_f700MHz,perfect,0.14278000000000005
4,5,-1,doppler,doppler_p40_v120_f700MHz,fft,0.14278785714285716
4,5,-1,doppler,doppler_p40_v120_f700MHz,cubic,0.14276666666666668
4,5,-1,doppler,doppler_p40_v120_f3500MHz,perfect,0.14039928571428573
4,5,-1,doppler,doppler_p40_v120_f3500MHz,fft,0.1404042857142857
4,5,-1,doppler,doppler_p40_v120_f3500MHz,cubic,0.14049857142857142
4,5,0,awgn,awgn,perfect,0.10644833333333333
4,5,0,awgn,awgn,fft,0.10644833333333333
4,5,0,awgn,awgn,cubic,0.10644833333333333
4,5,0,rayleigh,rayleigh,perfect,0.12962238095238093
4,5,0,rayleigh,rayleigh,fft,0.25007261904761907
4,5,0,rayleigh,rayleigh,cubic,0.25010476190476194
4,5,0,doppler,doppler_p5_v30_f700MHz,perfect,0.12562714285714285
4,5,0,doppler,doppler_p5_v30_f700MHz,fft,0.12563357142857143
4,5,0,doppler,doppler_p5_v30_f700MHz,cubic,0.1256366666666667
4,5,0,doppler,doppler_p5_v30_f3500MHz,perfect,0.12737333333333334
4,5,0,doppler,doppler_p5_v30_f3500MHz,fft,0.12736976190476193
4,5,0,doppler,doppler_p5_v30_f3500MHz,cubic,0.12735999999999997
4,5,0,doppler,doppler_p5_v120_f700MHz,perfect,0.12874357142857143
4,5,0,doppler,doppler_p5_v120_f700MHz,fft,0.12874571428571424
4,5,0,doppler,doppler_p5_v120_f700MHz,cubic,0.1287490476190476
4,5,0,doppler,doppler_p5_v120_f3500MHz,perfect,0.12756500000000004
4,5,0,doppler,doppler_p5_v120_f3500MHz,fft,0.12756428571428566
4,5,0,doppler,doppler_p5_v120_f3500MHz,cubic,0.1276297619047619
4,5,0,doppler,doppler_p40_v30_f700MHz,perfect,0.1318692857142857
4,5,0,doppler,doppler_p40_v30_f700MHz,fft,0.13186261904761906
4,5,0,doppler,doppler_p40_v30_f700MHz,cubic,0.13186809523809523
4,5,0,doppler,doppler_p40_v30_f3500MHz,perfect,0.12944785714285717
4,5,0,doppler,doppler_p40_v30_f3500MHz,fft,0.12944142857142857
4,5,0,doppler,doppler_p40_v30_f3500MHz,cubic,0.12947666666666666
4,5,0,doppler,doppler_p40_v120_f700MHz,perfect,0.12837809523809526
4,5,0,doppler,doppler_p40_v120_f700MHz,fft,0.12838404761904765
4,5,0,doppler,doppler_p40_v120_f700MHz,cubic,0.12837166666666666
4,5,0,doppler,doppler_p40_v120_f3500MHz,perfect,0.12921333333333335
4,5,0,doppler,doppler_p40_v120_f3500MHz,fft,0.12921595238095238
4,5,0,doppler,doppler_p40_v120_f3500MHz,cubic,0.1292395238095238
4,5,1,awgn,awgn,perfect,0.08963238095238094
4,5,1,awgn,awgn,fft,0.08963238095238094
4,5,1,awgn,awgn,cubic,0.08963238095238094
4,5,1,rayleigh,rayleigh,perfect,0.11723714285714286
4,5,1,rayleigh,rayleigh,fft,0.2500261904761905
4,5,1,rayleigh,rayleigh,cubic,0.2501338095238095
